pi_name,station,depth_m,analysis,sample_name,taxon,count_cell_l-1,notes
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Cryptophyta_cell_mL-1,117000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Pyrrophyta_cell_mL-1,6000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Chrysophyta_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Eugnophyta_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Scenedesmus_quadricatum_cell_mL-1,95000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Tetrastrum_staurogeniaeforme_cell_mL-1,63000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Micractinium_pusillum_cell_mL-1,32000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Ankistrodesmus_spp_cell_mL-1,16000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Actinastrum_hantzschii_cell_mL-1,11000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Chlorobiflagellates_cell_mL-1,16000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Chlamydomonas_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Dictyosphaerium_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Golenkenia_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Tetraedron_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,coccoid_chlorophytes_<10_um_cell_mL-1,32000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Lagerhemia_cell_mL-1,16000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Closterium_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Pediastrum_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Selenastrum_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Oocystis_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Spermatozopsis_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Cosmarium_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Crucigenia_tetrapedia_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Elakatothrix_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,picoplankton_cell_mL-1,221000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Planktolyngbya_spp_cell_mL-1,142000,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Aphanothece_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Aphanocapsa_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Pseudoanabaena_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Microcystis_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,cocoid_cyanophyte_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Chroococcus_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Dolichospermum_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Merismopedia_spp_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Aphanizomenon_flos-aquae_cell_mL-1,0,
Ozersky,Apostles,0.5,phytoplankton_abundance,Ozersky_Apostles_0.5_phytoplankton_abundance,Jaaginema_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Stephanodiscus_binderanus_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Stephanodiscus_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Aulacoseira_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Fragilaria_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Nitzschia_sp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Staurosira_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Asterionella_formosa_cell_mL-1,7000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Acinoccl_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Surirella_s_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Navicula_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Diatoma_spp_cell_mL-1,6000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Tabellaria_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Synedra_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Gomphonema_sp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Hippodonta_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Uroselenia_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,centric_<9_um_cell_mL-1,120000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,centric_>9_um_cell_mL-1,84000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Microflagellates_cell_mL-1,228000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Cryptophyta_cell_mL-1,174000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Pyrrophyta_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Chrysophyta_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Eugnophyta_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Scenedesmus_quadricatum_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Tetrastrum_staurogeniaeforme_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Micractinium_pusillum_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Ankistrodesmus_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Actinastrum_hantzschii_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Chlorobiflagellates_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Chlamydomonas_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Dictyosphaerium_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Golenkenia_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Tetraedron_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,coccoid_chlorophytes_<10_um_cell_mL-1,12000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Lagerhemia_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Closterium_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Pediastrum_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Selenastrum_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Oocystis_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Spermatozopsis_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Cosmarium_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Crucigenia_tetrapedia_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Elakatothrix_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,picoplankton_cell_mL-1,384000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Planktolyngbya_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Aphanothece_spp_cell_mL-1,11000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Aphanocapsa_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Pseudoanabaena_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Microcystis_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,cocoid_cyanophyte_cell_mL-1,6000,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Chroococcus_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Dolichospermum_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Merismopedia_spp_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Aphanizomenon_flos-aquae_cell_mL-1,0,
Pearce/Xenopolous,BQ1,0.5,phytoplankton_abundance,Pearce/Xenopolous_BQ1_0.5_phytoplankton_abundance,Jaaginema_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Stephanodiscus_binderanus_cell_mL-1,38000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Stephanodiscus_spp_cell_mL-1,11000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Aulacoseira_spp_cell_mL-1,304000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Fragilaria_spp_cell_mL-1,122000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Nitzschia_sp_cell_mL-1,2000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Staurosira_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Asterionella_formosa_cell_mL-1,968000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Acinoccl_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Surirella_s_cell_mL-1,2000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Navicula_spp_cell_mL-1,5000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Diatoma_spp_cell_mL-1,6000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Tabellaria_spp_cell_mL-1,431000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Synedra_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Gomphonema_sp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Hippodonta_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Uroselenia_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,centric_<9_um_cell_mL-1,1160000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,centric_>9_um_cell_mL-1,295000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Microflagellates_cell_mL-1,245000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Cryptophyta_cell_mL-1,185000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Pyrrophyta_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Chrysophyta_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Eugnophyta_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Scenedesmus_quadricatum_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Tetrastrum_staurogeniaeforme_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Micractinium_pusillum_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Ankistrodesmus_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Actinastrum_hantzschii_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Chlorobiflagellates_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Chlamydomonas_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Dictyosphaerium_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Golenkenia_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Tetraedron_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,coccoid_chlorophytes_<10_um_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Lagerhemia_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Closterium_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Pediastrum_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Selenastrum_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Oocystis_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Spermatozopsis_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Cosmarium_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Crucigenia_tetrapedia_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Elakatothrix_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,picoplankton_cell_mL-1,79000,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Planktolyngbya_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Aphanothece_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Aphanocapsa_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Pseudoanabaena_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Microcystis_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,cocoid_cyanophyte_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Chroococcus_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Dolichospermum_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Merismopedia_spp_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Aphanizomenon_flos-aquae_cell_mL-1,0,
Currie,CCIW_Hamilton_Harbour,0.5,phytoplankton_abundance,Currie_CCIW_Hamilton_Harbour_0.5_phytoplankton_abundance,Jaaginema_spp_cell_mL-1,0,
McKay,EC_1,0.5,phytoplankton_abundance,McKay_EC_1_0.5_phytoplankton_abundance,Stephanodiscus_binderanus_cell_mL-1,0,
