id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
244831,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107I,NEON0107I,"NEON sampleCode (barcode): A00000367962; NEON sampleID: CFC.ORNL021.CLIP-1.20170531.AR; NEON sampleID Hash: vOIarzMvGljH1+IHC4k14UAwR/DUDLqWVZ++4Mdj6dU=; NEON sampleUUID: 23ff98b4-b1dd-4d33-9b69-5f7a1234dac6",Organism|Plantae,Plantae,,,,,"Bulk Canopy Foliage",126850,,,,,,,,,,,,,,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-05-31,2017,5,31,151,,,"sample type: Herbaceous clip strip; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","pastureHay; slope aspect: 327.3; slope gradient: 5.48; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 0.8205",ORNL_021.basePlot.cfc,,,,,"United States",Tennessee,Anderson,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_021 (plot dimensions: 40m x 40m)",,35.95564,-84.221346,WGS84,20,"16N 750604.41549E 3982597.94N",,,"GeoXH 6000",,,272,282,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,2247d5fd-0a69-41a4-8e8c-80f890c3fe61,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244831
244832,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107J,NEON0107J,"NEON sampleCode (barcode): A00000367961; NEON sampleID: CFC.ORNL009.NYSY-3.20170530.AR; NEON sampleID Hash: vOIarzMvGlhqK3k6dWTmIVGbSPKYwsrotQatE1bF/IQ=; NEON sampleUUID: 090f1e90-bee9-429a-89a5-fad5484b184c",Organism|Plantae|Tracheophyta|Magnoliopsida|Cornales|Nyssaceae|Nyssa,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,"Nyssa sylvatica",40831,Marshall,Nyssa,,sylvatica,,,Species,undefined,2017-05-30T15:25:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-05-30,2017,5,30,150,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 35.3; slope gradient: 17.74; soil type order: Inceptisols",,,,,,,,,,,,,,"sample mass: 1.7891",ORNL_009.basePlot.cfc,,,,,"United States",Tennessee,Anderson,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_009 (plot dimensions: 40m x 40m)",,35.974464,-84.227994,WGS84,20,"16N 749945.30001E 3984669.47835N",,,"GeoXH 6000",,,306,328,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,d94c80d5-de7c-47a4-be8c-4b15c541e10d,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244832
244833,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107K,NEON0107K,"NEON sampleCode (barcode): A00000367960; NEON sampleID: CFC.ORNL009.NYSY-2.20170530.AR; NEON sampleID Hash: vOIarzMvGlhqK3k6dWTmIXyqn4LL85wb9+YvE2o9v8s=; NEON sampleUUID: 323b1d6f-84c5-4865-ac88-a78c0519872a",Organism|Plantae|Tracheophyta|Magnoliopsida|Cornales|Nyssaceae|Nyssa,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,"Nyssa sylvatica",40831,Marshall,Nyssa,,sylvatica,,,Species,undefined,2017-05-30T15:22:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-05-30,2017,5,30,150,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 35.3; slope gradient: 17.74; soil type order: Inceptisols",,,,,,,,,,,,,,"sample mass: 2.1753",ORNL_009.basePlot.cfc,,,,,"United States",Tennessee,Anderson,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_009 (plot dimensions: 40m x 40m)",,35.974464,-84.227994,WGS84,20,"16N 749945.30001E 3984669.47835N",,,"GeoXH 6000",,,306,328,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,b8ed210d-ae2a-4df2-a964-b4cf38a0f889,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244833
244834,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107L,NEON0107L,"NEON sampleCode (barcode): A00000367934; NEON sampleID: CFC.ORNL008.QUAL-1.20170606.AR; NEON sampleID Hash: vOIarzMvGliqMbQvpYpQYWdxE+5uHt8YFoVDpNISW54=; NEON sampleUUID: 4982d347-4876-4d61-af95-689fd3999003",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,"Quercus alba",29708,L.,Quercus,,alba,,,Species,undefined,2017-06-06T15:05:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 212.2; slope gradient: 8.59",,,,,,,,,,,,,,"sample mass: 1.741",ORNL_008.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_008 (plot dimensions: 40m x 40m)",,35.93276,-84.332543,WGS84,20,"16N 740642.76399E 3979779.24039N",,,"GeoXH 6000",,,319,328,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,edb9d2bc-7bab-4781-b71b-520381633e9e,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244834
244835,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107M,NEON0107M,"NEON sampleCode (barcode): A00000367935; NEON sampleID: CFC.ORNL008.LITU-3.20170606.AR; NEON sampleID Hash: vOIarzMvGljGGYBt1c0XnJMuIn+DLfaCzTIRbw1iGig=; NEON sampleUUID: 8d44a461-ed45-4b4e-ba84-02b78d3f39b1",Organism|Plantae|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Liriodendron,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,"Liriodendron tulipifera",58756,L.,Liriodendron,,tulipifera,,,Species,undefined,2017-06-06T15:12:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"Damage by Yellow Poplar Beetle (Odontopus calceatus); sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 212.2; slope gradient: 8.59",,,,,,,,,,,,,,"sample mass: 1.132",ORNL_008.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_008 (plot dimensions: 40m x 40m)",,35.93276,-84.332543,WGS84,20,"16N 740642.76399E 3979779.24039N",,,"GeoXH 6000",,,319,328,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,b2067d23-6293-4bf9-b990-a5bb9ed40812,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244835
244836,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107N,NEON0107N,"NEON sampleCode (barcode): A00000367936; NEON sampleID: CFC.ORNL008.ACRU-2.20170606.AR; NEON sampleID Hash: vOIarzMvGlgVh3zv/lSuIjrwCQvsfUmDg59OTfCFxXI=; NEON sampleUUID: c603f5bf-cd54-4840-a267-8c01ce279232",Organism|Plantae|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Acer,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Aceraceae,"Acer rubrum",367,L.,Acer,,rubrum,,,Species,undefined,2017-06-06T15:09:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 212.2; slope gradient: 8.59",,,,,,,,,,,,,,"sample mass: 1.4813",ORNL_008.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_008 (plot dimensions: 40m x 40m)",,35.93276,-84.332543,WGS84,20,"16N 740642.76399E 3979779.24039N",,,"GeoXH 6000",,,319,328,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,f65584a4-50a4-406d-b931-46be1271b17c,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244836
244837,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107O,NEON0107O,"NEON sampleCode (barcode): A00000367937; NEON sampleID: CFC.ORNL007.LITU-3.20170606.AR; NEON sampleID Hash: vOIarzMvGlg04p2XhkcV4ubzj+23LgYTtJeEzqcu/lc=; NEON sampleUUID: e79d443e-96dc-4484-b60e-dfbbcdef8814",Organism|Plantae|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Liriodendron,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,"Liriodendron tulipifera",58756,L.,Liriodendron,,tulipifera,,,Species,undefined,2017-06-06T15:43:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 262.2; slope gradient: 5.43",,,,,,,,,,,,,,"sample mass: 2.2657",ORNL_007.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_007 (plot dimensions: 40m x 40m)",,35.925371,-84.329755,WGS84,20,"16N 740916.77432E 3978966.30438N",,,"GeoXH 6000",,,268,276,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,8d270d2d-eb56-42dc-9282-3e9620f1281c,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244837
244838,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107P,NEON0107P,"NEON sampleCode (barcode): A00000367938; NEON sampleID: CFC.ORNL007.JUVI-2.20170606.AR; NEON sampleID Hash: vOIarzMvGlgGYsjowt2fihK2TlKWC6gxuR1sZUt717Q=; NEON sampleUUID: 8f5f8bb2-2b72-4d6b-8221-e88e7d3fd5d2",Organism|Plantae|Tracheophyta|Pinopsida|Pinales|Cupressaceae|Juniperus,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,"Juniperus virginiana",33692,L.,Juniperus,,virginiana,,,Species,undefined,2017-06-06T15:42:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 262.2; slope gradient: 5.43",,,,,,,,,,,,,,"sample mass: 0.2552",ORNL_007.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_007 (plot dimensions: 40m x 40m)",,35.925371,-84.329755,WGS84,20,"16N 740916.77432E 3978966.30438N",,,"GeoXH 6000",,,268,276,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,a03d6a2e-603a-4a4c-9fb8-2e83ee471b00,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244838
244839,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107Q,NEON0107Q,"NEON sampleCode (barcode): A00000367939; NEON sampleID: CFC.ORNL007.ACRU-1.20170606.AR; NEON sampleID Hash: vOIarzMvGlhGRCWNBhhlUndOR4++kjo/HZQ2V0gCGfo=; NEON sampleUUID: ae8a0b52-0d8e-4e12-856e-f0095d66775a",Organism|Plantae|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Acer,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Aceraceae,"Acer rubrum",367,L.,Acer,,rubrum,,,Species,undefined,2017-06-06T15:41:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 262.2; slope gradient: 5.43",,,,,,,,,,,,,,"sample mass: 1.6702",ORNL_007.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_007 (plot dimensions: 40m x 40m)",,35.925371,-84.329755,WGS84,20,"16N 740916.77432E 3978966.30438N",,,"GeoXH 6000",,,268,276,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,61f173a4-16e3-4768-878a-7a4380b46efb,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244839
244840,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107R,NEON0107R,"NEON sampleCode (barcode): A00000367940; NEON sampleID: CFC.ORNL006.LITU-3.20170606.AR; NEON sampleID Hash: vOIarzMvGlgbyQZJ28HP5qzgrVcFMU3S3F+ENjkYrRE=; NEON sampleUUID: a3eda577-de71-4881-985e-5bb18a8951af",Organism|Plantae|Tracheophyta|Magnoliopsida|Magnoliales|Magnoliaceae|Liriodendron,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,"Liriodendron tulipifera",58756,L.,Liriodendron,,tulipifera,,,Species,undefined,2017-06-06T14:58:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"Damage by Yellow-Poplar Weevils (Odontopus calceatus); sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 2.5; slope gradient: 9.87",,,,,,,,,,,,,,"sample mass: 0.9625",ORNL_006.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_006 (plot dimensions: 40m x 40m)",,35.938227,-84.32368,WGS84,20,"16N 741425.87516E 3980407.71365N",,,"GeoXH 6000",,,277,291,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,0b6cd439-d2b3-4e73-a581-7565e203fb17,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244840
244841,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107S,NEON0107S,"NEON sampleCode (barcode): A00000367941; NEON sampleID: CFC.ORNL006.LIST2-2.20170606.AR; NEON sampleID Hash: vOIarzMvGli8zNAdKFHvRPr36zWwFMXd4QRLRjre4RQ=; NEON sampleUUID: c144211e-e99f-435d-af9d-778b17e7fa4c",Organism|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Altingiaceae|Liquidambar,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,"Liquidambar styraciflua",58754,L.,Liquidambar,,styraciflua,,,Species,undefined,2017-06-06T14:56:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 2.5; slope gradient: 9.87",,,,,,,,,,,,,,"sample mass: 1.1213",ORNL_006.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_006 (plot dimensions: 40m x 40m)",,35.938227,-84.32368,WGS84,20,"16N 741425.87516E 3980407.71365N",,,"GeoXH 6000",,,277,291,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,9acd7e88-e567-4450-859c-0bc2c495fc74,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244841
244842,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107T,NEON0107T,"NEON sampleCode (barcode): A00000367942; NEON sampleID: CFC.ORNL006.LIST2-1.20170606.AR; NEON sampleID Hash: vOIarzMvGli8zNAdKFHvRKtJADwWciG9VInzNGSSOmw=; NEON sampleUUID: 05b888e8-4b32-4e59-b1b5-f7379542f5dd",Organism|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Altingiaceae|Liquidambar,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,"Liquidambar styraciflua",58754,L.,Liquidambar,,styraciflua,,,Species,undefined,2017-06-06T14:55:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-06,2017,6,6,157,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 2.5; slope gradient: 9.87",,,,,,,,,,,,,,"sample mass: 1.0282",ORNL_006.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_006 (plot dimensions: 40m x 40m)",,35.938227,-84.32368,WGS84,20,"16N 741425.87516E 3980407.71365N",,,"GeoXH 6000",,,277,291,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,584a49fc-07c0-4924-bcdb-e3619b9a2698,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244842
244843,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107U,NEON0107U,"NEON sampleCode (barcode): A00000367943; NEON sampleID: CFC.ORNL004.QUAL-3.20170601.AR; NEON sampleID Hash: vOIarzMvGliccYFTJ7MmlpQQcTmml1ahsq5mvEFKexs=; NEON sampleUUID: 348c8231-e131-4014-9f64-ded4f5610a8e",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,"Quercus alba",29708,L.,Quercus,,alba,,,Species,undefined,2017-06-01T14:53:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-01,2017,6,1,152,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 139.5; slope gradient: 5.88",,,,,,,,,,,,,,"sample mass: 1.3544",ORNL_004.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_004 (plot dimensions: 40m x 40m)",,35.907944,-84.275214,WGS84,20,"16N 745892.74669E 3977168.79975N",,,"GeoXH 6000",,,283,293,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,3efcf212-e120-499a-b7b0-0fcacbe625f6,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244843
244844,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107V,NEON0107V,"NEON sampleCode (barcode): A00000367924; NEON sampleID: CFC.ORNL004.QUAL-2.20170601.AR; NEON sampleID Hash: vOIarzMvGliccYFTJ7MmlvA66TAGfRvfAssCd5DYq2c=; NEON sampleUUID: ac5cf5e0-b201-4836-bd84-56a5416d1426",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,"Quercus alba",29708,L.,Quercus,,alba,,,Species,undefined,2017-06-01T14:51:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-01,2017,6,1,152,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 139.5; slope gradient: 5.88",,,,,,,,,,,,,,"sample mass: 1.475",ORNL_004.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_004 (plot dimensions: 40m x 40m)",,35.907944,-84.275214,WGS84,20,"16N 745892.74669E 3977168.79975N",,,"GeoXH 6000",,,283,293,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,ff8181ba-09d3-4f7f-9c8e-cd8be6afcfb1,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244844
244845,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107W,NEON0107W,"NEON sampleCode (barcode): A00000367925; NEON sampleID: CFC.ORNL004.QUAL-1.20170601.AR; NEON sampleID Hash: vOIarzMvGliccYFTJ7MmljRqLGra8aMq5bVReVoebM0=; NEON sampleUUID: 3e1db82b-ad3c-4b46-a654-83e47dfbb786",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,"Quercus alba",29708,L.,Quercus,,alba,,,Species,undefined,2017-06-01T14:49:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-06-01,2017,6,1,152,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 139.5; slope gradient: 5.88",,,,,,,,,,,,,,"sample mass: 1.363",ORNL_004.basePlot.cfc,,,,,"United States",Tennessee,Roane,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_004 (plot dimensions: 40m x 40m)",,35.907944,-84.275214,WGS84,20,"16N 745892.74669E 3977168.79975N",,,"GeoXH 6000",,,283,293,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,6663d5d8-ff74-401a-8e03-8769bb7e8634,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244845
244846,NEON,TPLC-CF,ASU,671f9183-1357-485f-a42d-3df32d58f2b1,PreservedSpecimen,NEON0107X,NEON0107X,"NEON sampleCode (barcode): A00000367926; NEON sampleID: CFC.ORNL003.QUAL-3.20170530.AR; NEON sampleID Hash: vOIarzMvGlihlAl4Y1Jx7nJQxVPnZBYBOMMUHhNxoqo=; NEON sampleUUID: 4d541432-d31c-43ea-9434-e87ecd3c7e2e",Organism|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,"Quercus alba",29708,L.,Quercus,,alba,,,Species,undefined,2017-05-30T14:50:00Z,,,"Identification source: harvested from NEON API",,,"Anna Claire Ferchaud (ORCID 0000-0003-2738-4545)",,2017-05-30,2017,5,30,150,,,"sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.","deciduousForest; slope aspect: 340; slope gradient: 8.36; soil type order: Ultisols",,,,,,,,,,,,,,"sample mass: 1.2623",ORNL_003.basePlot.cfc,,,,,"United States",Tennessee,Anderson,,"Appalachians & Cumberland Plateau (D07), Oak Ridge NEON (ORNL), Plot ORNL_003 (plot dimensions: 40m x 40m)",,35.965875,-84.230646,WGS84,20,"16N 749733.19367E 3983709.69N",,,"GeoXH 6000",,,256,264,,,,,,,,"2023-07-09 11:07:46",http://creativecommons.org/publicdomain/zero/1.0/,,,70b1454f-a8cc-4be5-b958-aeb26cd6016a,https://biorepo.neonscience.org/portal/collections/individual/index.php?occid=244846
