row,col,intensity,local_mean_5x5,sobel,laplacian,dog,annotated
1,51,215.0,207.56,117.047,-13.0,0.76086426,no
1,52,211.0,201.96,159.41142,-25.0,-2.0785065,no
1,53,200.0,198.28,171.23083,-14.0,-6.137207,no
1,54,193.0,197.92,146.21901,3.0,-7.8072357,no
1,55,201.0,199.44,141.31525,-13.0,-4.7533264,no
1,56,210.0,202.56,102.21546,-15.0,-0.06806946,no
1,57,211.0,205.72,60.133186,-7.0,2.0998688,no
1,58,207.0,206.36,53.25411,1.0,1.7835236,no
1,59,203.0,202.44,46.75468,0.0,0.98947144,no
1,60,199.0,195.36,74.726166,-15.0,-0.6568451,no
1,61,182.0,187.64,122.0,7.0,-4.828064,yes
1,62,160.0,181.24,99.92998,49.0,-9.728638,yes
1,63,153.0,176.4,22.0,54.0,-11.027618,yes
1,64,167.0,174.8,57.00877,3.0,-7.7207947,yes
1,65,178.0,175.2,48.703182,-19.0,-3.2404022,yes
1,66,180.0,175.76,42.190044,-7.0,-0.96099854,no
1,67,175.0,176.92,106.733315,11.0,-1.4687347,no
1,68,175.0,177.59999,169.1863,6.0,-1.7191315,no
1,69,185.0,176.16,198.28262,-24.0,-0.2779541,no
2,0,39.0,135.48,306.02615,122.0,-59.34497,no
2,1,115.0,149.76,597.1884,54.0,-29.03537,no
2,2,197.0,178.08,382.25647,-46.0,1.702713,no
2,3,222.0,206.24,100.0,-20.0,12.835022,no
2,4,225.0,220.56,9.486833,-6.0,9.868637,no
2,5,223.0,223.64,15.231546,3.0,4.5636444,no
2,6,223.0,223.4,17.492855,-2.0,1.4133606,no
2,7,220.0,223.08,8.602325,8.0,0.1456604,no
2,8,221.0,222.92,8.602325,4.0,0.2655487,no
2,9,222.0,222.44,12.649111,2.0,1.0484467,no
2,10,222.0,221.76,17.888544,2.0,1.7209015,no
2,11,220.0,220.4,27.018513,4.0,2.4023438,no
2,12,219.0,217.92,31.016125,0.0,4.2993774,no
2,13,219.0,211.84,47.539455,-6.0,7.9457397,no
2,14,217.0,200.64,114.20158,-16.0,10.691177,no
2,15,204.0,184.8,247.6328,-30.0,7.832718,no
2,16,174.0,166.76,316.39532,-16.0,-1.5002289,no
2,17,142.0,152.12,214.14948,12.0,-11.844498,yes
2,18,128.0,146.44,32.80244,16.0,-15.583893,yes
2,19,136.0,148.0,199.40913,15.0,-9.564789,yes
2,20,161.0,153.08,238.81792,-14.0,-0.6408081,no
2,21,168.0,162.32,245.45876,-14.0,0.44963074,no
2,22,156.0,172.56,297.00168,35.0,-4.606064,no
2,23,170.0,180.16,308.22394,5.0,-5.1016235,no
2,24,193.0,187.28,220.84384,-21.0,0.26109314,no
2,25,203.0,196.56,100.65784,-3.0,5.2311707,no
2,26,210.0,203.92,41.761227,-4.0,7.323227,no
2,27,213.0,206.48,5.0990195,-4.0,7.2326355,no
2,28,212.0,203.84,36.0,-10.0,4.742935,no
2,29,204.0,199.92,99.00505,-11.0,-1.1144104,no
2,30,185.0,199.04,84.89994,22.0,-7.623657,no
2,31,182.0,200.76,89.050545,31.0,-6.991379,no
2,32,204.0,202.64,157.0987,-2.0,2.7338867,no
2,33,221.0,202.84,71.063354,-21.0,12.731613,no
2,34,221.0,197.04,89.94443,-31.0,13.553604,no
2,35,200.0,187.2,279.6641,-46.0,1.636383,no
2,36,142.0,179.6,296.233,58.0,-15.932938,no
2,37,110.0,175.72,102.61579,140.0,-22.805374,yes
2,38,140.0,175.64,200.56918,64.0,-15.065552,yes
2,39,167.0,180.8,84.89994,6.0,-7.1688232,yes
2,40,158.0,187.48,97.41663,53.0,-8.5061035,yes
2,41,145.0,191.48,60.133186,102.0,-12.896088,yes
2,42,161.0,194.52,113.43721,61.0,-12.03125,no
2,43,189.0,199.4,162.04938,-1.0,-6.291748,no
2,44,207.0,205.76,150.14659,-11.0,-0.1898346,no
2,45,217.0,211.16,100.68764,-8.0,3.6594849,no
2,46,222.0,214.8,50.695168,-10.0,4.847992,no
2,47,223.0,216.68,31.016125,-10.0,4.3422546,no
2,48,222.0,217.2,28.635643,-6.0,3.5525513,no
2,49,220.0,216.56,16.0,1.0,3.5377655,no
2,50,221.0,215.08,7.2111025,-1.0,4.5077057,no
2,51,222.0,212.12,28.460499,-8.0,5.225891,no
2,52,221.0,208.44,60.827625,-18.0,3.923645,no
2,53,212.0,205.88,82.32861,-8.0,0.4770813,no
2,54,205.0,205.6,56.142673,3.0,-1.7389221,no
2,55,210.0,206.64,72.18033,-4.0,-0.06513977,no
2,56,217.0,208.88,55.605755,-11.0,3.074707,no
2,57,217.0,211.28,48.270073,-4.0,4.2550507,no
2,58,213.0,211.16,61.611687,-1.0,3.4035797,no
2,59,207.0,207.12,65.192024,3.0,1.9118347,no
2,60,200.0,200.48,82.764725,1.0,-0.18414307,no
2,61,190.0,193.24,110.88733,1.0,-3.29187,no
2,62,182.0,186.8,140.06427,-11.0,-6.3283234,no
2,63,173.0,181.76,134.93703,5.0,-7.6744537,yes
2,64,169.0,179.6,74.10803,20.0,-6.9659424,yes
2,65,171.0,178.76,25.059929,16.0,-5.345627,yes
2,66,177.0,177.6,26.41969,-14.0,-5.412842,yes
2,67,165.0,177.0,98.84331,10.0,-9.29483,yes
2,68,150.0,176.28,103.73042,41.0,-13.635056,yes
2,69,153.0,174.16,138.92444,24.0,-14.783829,no
3,0,60.0,142.6,435.7637,125.0,-51.49214,no
3,1,143.0,155.95999,583.26324,-13.0,-23.787476,no
3,2,204.0,181.64,326.37708,-40.0,3.1887054,no
3,3,223.0,207.08,79.30952,-19.0,12.203354,no
3,4,223.0,220.23999,2.0,2.0,9.109467,no
3,5,222.0,222.92,8.246211,2.0,4.293335,no
3,6,221.0,222.72,8.246211,4.0,1.5962677,no
3,7,221.0,222.56,4.0,1.0,0.9337616,no
3,8,224.0,222.6,15.811388,-7.0,1.6914825,no
3,9,225.0,222.56,11.401754,-3.0,2.6788788,no
3,10,226.0,222.56,12.083046,-9.0,3.067154,no
3,11,224.0,222.12,18.867962,-4.0,3.3181763,no
3,12,222.0,221.2,22.36068,2.0,4.8243256,no
3,13,222.0,218.4,27.166155,2.0,8.63913,no
3,14,224.0,211.12,49.658836,-12.0,13.582443,no
3,15,219.0,197.4,139.807,-24.0,15.138382,no
3,16,199.0,177.6,272.1176,-39.0,8.299683,no
3,17,156.0,157.68,305.98367,2.0,-6.035721,yes
3,18,120.0,144.64,157.6959,32.0,-18.058655,yes
3,19,115.0,138.68,145.60907,35.0,-18.20871,yes
3,20,138.0,138.0,184.19554,-9.0,-11.021011,yes
3,21,142.0,145.23999,134.10443,-5.0,-10.2387085,no
3,22,120.0,156.8,134.61798,73.0,-16.432205,yes
3,23,129.0,167.04,219.42653,72.0,-16.777054,yes
3,24,168.0,177.16,262.83453,2.0,-7.765442,no
3,25,197.0,189.64,166.51727,-17.0,2.3526154,no
3,26,210.0,200.28,66.48308,-14.0,7.5150757,no
3,27,213.0,206.0,13.038404,-9.0,7.960861,no
3,28,210.0,205.64,27.018513,1.0,5.4123535,no
3,29,205.0,202.4,90.24411,-12.0,-0.13381958,no
3,30,186.0,200.88,102.69372,21.0,-6.8389435,no
3,31,177.0,200.84,51.10773,49.0,-7.6439667,no
3,32,198.0,200.36,124.45883,1.0,0.12927246,no
3,33,213.0,198.84,79.61156,-17.0,8.768387,no
3,34,213.0,193.16,110.0,-22.0,10.439041,no
3,35,201.0,183.88,163.487,-31.0,3.6054535,no
3,36,178.0,176.52,215.25798,-26.0,-6.6412506,yes
3,37,161.0,172.84,263.54886,15.0,-10.3723755,yes
3,38,179.0,172.6,272.75262,-22.0,-4.5815125,yes
3,39,194.0,176.64,196.75873,-28.0,1.8002625,yes
3,40,198.0,183.12,209.69025,-38.0,1.7298584,yes
3,41,192.0,187.84,238.53302,-29.0,-2.4290314,yes
3,42,183.0,191.08,177.0706,10.0,-5.6338654,yes
3,43,179.0,195.64,68.60029,46.0,-6.176529,yes
3,44,190.0,201.76,87.23531,22.0,-4.2618103,yes
3,45,205.0,206.72,106.10372,-2.0,-0.96369934,no
3,46,214.0,210.12,79.25907,-8.0,1.4201508,no
3,47,216.0,212.96,62.1289,-4.0,1.6275787,no
3,48,215.0,215.28,55.00909,2.0,0.92755127,no
3,49,217.0,216.64,44.294468,-2.0,1.4214783,no
3,50,221.0,217.2,31.144823,-6.0,3.2746277,no
3,51,223.0,216.8,14.0,-9.0,4.5967407,no
3,52,221.0,215.44,31.780497,-9.0,3.7947693,no
3,53,214.0,214.28,46.840153,1.0,1.193634,no
3,54,208.0,214.24,30.066593,14.0,-0.51148987,no
3,55,213.0,214.88,54.644306,4.0,0.8178406,no
3,56,220.0,216.16,44.04543,-4.0,3.500534,no
3,57,223.0,217.44,35.014282,-10.0,4.9472046,no
3,58,220.0,216.48,58.137768,-3.0,4.8272095,no
3,59,215.0,212.36,84.0238,-3.0,3.7360687,no
3,60,205.0,206.12,99.03535,9.0,1.9486084,no
3,61,197.0,199.32,95.41489,11.0,0.25637817,no
3,62,194.0,193.24,100.56838,1.0,-0.6959686,no
3,63,193.0,188.52,115.16944,-18.0,-1.565033,no
3,64,185.0,186.44,113.216606,-6.0,-3.018692,no
3,65,176.0,185.36,83.48653,21.0,-4.1585236,no
3,66,178.0,183.52,82.46211,2.0,-5.441971,yes
3,67,168.0,181.76,143.53397,12.0,-9.616379,yes
3,68,148.0,179.92,149.96666,63.0,-15.036072,yes
3,69,148.0,177.31999,132.01515,41.0,-17.663437,yes
4,0,123.0,162.96,517.4244,66.0,-25.561188,no
4,1,180.0,172.84,453.3983,-31.0,-7.489395,no
4,2,213.0,192.08,210.98341,-22.0,8.55957,no
4,3,224.0,211.04,50.119858,-11.0,12.255249,no
4,4,224.0,220.2,8.944272,-1.0,8.793106,no
4,5,223.0,221.4,12.083046,0.0,4.9900208,no
4,6,222.0,220.8,11.045361,-4.0,3.0097656,no
4,7,220.0,220.64,7.2111025,5.0,2.8738556,no
4,8,222.0,220.92,19.235384,4.0,4.056137,no
4,9,225.0,221.48,7.615773,-4.0,5.088562,no
4,10,224.0,222.24,5.656854,3.0,5.045532,no
4,11,224.0,222.48001,3.1622777,1.0,4.6054993,no
4,12,225.0,222.40001,3.1622777,-6.0,5.11705,no
4,13,225.0,221.48,5.8309517,-4.0,7.8382263,no
4,14,226.0,217.48,6.3245554,-6.0,12.804596,no
4,15,225.0,206.4,75.89466,-23.0,16.503647,no
4,16,208.0,186.52,237.0021,-30.0,12.130127,no
4,17,165.0,163.44,370.25665,-7.0,-3.3562012,no
4,18,113.0,144.88,254.38553,49.0,-20.637466,yes
4,19,101.0,132.92,89.050545,40.0,-25.29808,yes
4,20,125.0,127.64,167.05687,-14.0,-18.04586,yes
4,21,137.0,133.12,27.45906,-21.0,-13.539185,no
4,22,126.0,145.6,56.88585,24.0,-16.57013,no
4,23,130.0,158.08,138.70833,41.0,-17.269547,yes
4,24,155.0,169.88,216.23135,29.0,-10.18219,yes
4,25,190.0,183.76,188.50995,-23.0,-0.3478546,yes
4,26,206.0,196.04,97.7548,-17.0,5.8655396,yes
4,27,210.0,203.92,34.058773,-3.0,7.3073273,no
4,28,211.0,206.08,9.486833,-7.0,5.822098,no
4,29,208.0,204.76,59.07622,-8.0,2.341629,no
4,30,198.0,203.28,105.801704,3.0,-1.9184418,no
4,31,191.0,201.48,94.33981,19.0,-2.9814606,no
4,32,199.0,198.2,46.06517,0.0,0.33512878,no
4,33,203.0,194.44,87.28116,-15.0,2.9395294,no
4,34,195.0,189.36,174.64249,-12.0,1.4130249,yes
4,35,182.0,182.2,149.96666,8.0,-1.6674957,yes
4,36,182.0,176.44,34.928497,-6.0,-2.296753,yes
4,37,192.0,174.0,65.06919,-40.0,0.3562317,yes
4,38,199.0,174.24,52.49762,-39.0,4.2501984,yes
4,39,204.0,176.56,59.413803,-34.0,6.9713135,no
4,40,210.0,181.4,52.478565,-41.0,7.512192,no
4,41,213.0,186.12,8.602325,-50.0,6.292755,no
4,42,210.0,189.44,77.36925,-38.0,3.8276672,yes
4,43,200.0,193.44,100.84642,-10.0,-0.0056915283,yes
4,44,191.0,198.96,36.221542,21.0,-3.2683258,yes
4,45,197.0,203.32,60.41523,7.0,-3.4625702,no
4,46,205.0,206.4,68.41052,-2.0,-2.0194702,no
4,47,208.0,210.08,53.75872,-1.0,-1.712265,no
4,48,207.0,213.64,45.607018,8.0,-2.1502533,no
4,49,210.0,216.0,50.219517,11.0,-1.1268005,no
4,50,217.0,217.28,37.12142,0.0,1.0599823,no
4,51,219.0,218.04001,16.124516,0.0,2.124771,no
4,52,217.0,218.08,17.492855,4.0,1.4299011,no
4,53,216.0,217.92,23.70654,0.0,0.22187805,no
4,54,214.0,218.36,50.990196,10.0,-0.054351807,no
4,55,218.0,219.4,59.07622,4.0,1.2846527,no
4,56,223.0,220.72,38.418747,-2.0,3.2714233,no
4,57,225.0,221.6,20.880613,-2.0,4.7258606,no
4,58,226.0,220.48,29.12044,-7.0,5.5951996,no
4,59,225.0,216.68001,59.816387,-16.0,5.7261963,no
4,60,217.0,211.0,87.78383,-5.0,4.748047,no
4,61,210.0,204.76,83.86894,-6.0,3.3004913,no
4,62,205.0,199.12,59.07622,-9.0,2.3271484,no
4,63,202.0,195.0,56.797886,-12.0,1.8074799,no
4,64,196.0,193.6,92.358,1.0,1.0510406,no
4,65,191.0,193.28,126.14278,11.0,0.5095215,no
4,66,193.0,192.08,156.05127,4.0,0.42488098,no
4,67,193.0,190.48,206.34438,-4.0,-1.1770172,no
4,68,189.0,188.68001,250.26385,-16.0,-4.453171,no
4,69,184.0,186.36,253.44427,-5.0,-6.7920685,no
5,0,195.0,186.15999,344.68826,-32.0,0.98023987,no
5,1,210.0,192.0,242.42113,-21.0,7.9550323,no
5,2,222.0,204.08,97.94897,-16.0,12.8789215,no
5,3,225.0,215.72,15.231546,-6.0,11.977814,no
5,4,225.0,220.08,13.038404,-6.0,8.643448,no
5,5,224.0,219.04001,28.284271,-9.0,5.9672394,no
5,6,220.0,216.96,39.115215,-1.0,4.511032,no
5,7,220.0,215.8,41.303753,-8.0,4.592331,no
5,8,223.0,215.76,45.276924,-13.0,6.1097565,no
5,9,225.0,216.84,31.304953,-11.0,7.549347,no
5,10,224.0,218.72,15.033297,-1.0,7.5878296,no
5,11,224.0,220.4,13.341664,-4.0,6.474228,no
5,12,223.0,221.68,19.235384,0.0,5.550049,no
5,13,223.0,222.2,22.36068,-1.0,6.568405,no
5,14,224.0,220.31999,18.973665,-2.0,10.529938,no
5,15,224.0,211.84,42.047592,-11.0,15.147659,no
5,16,213.0,193.4,192.09373,-25.0,13.576874,no
5,17,176.0,169.52,385.41666,-18.0,-0.22724915,no
5,18,115.0,148.16,340.8724,55.0,-20.10559,yes
5,19,91.0,133.16,43.266617,54.0,-29.557,yes
5,20,110.0,125.72,177.00282,7.0,-23.402252,yes
5,21,134.0,130.08,123.101585,-15.0,-13.644348,no
5,22,141.0,142.68,114.28036,4.0,-10.041946,no
5,23,151.0,156.2,146.9966,-4.0,-9.715973,no
5,24,161.0,167.88,132.61975,11.0,-7.470871,yes
5,25,179.0,180.64,143.8402,6.0,-2.6569061,yes
5,26,197.0,192.56,122.80065,-10.0,2.326416,yes
5,27,207.0,201.56,63.529522,-8.0,5.549713,yes
5,28,209.0,206.0,18.384777,5.0,6.655777,no
5,29,210.0,207.16,40.4475,4.0,6.1947784,no
5,30,210.0,206.4,77.36925,-5.0,4.9690094,no
5,31,209.0,203.36,81.608826,-14.0,3.8437958,no
5,32,204.0,197.92,62.641838,-13.0,1.9342041,no
5,33,190.0,192.12,131.72699,0.0,-2.729065,no
5,34,170.0,187.48,148.49916,26.0,-8.491898,yes
5,35,158.0,183.28,77.00649,52.0,-10.048019,yes
5,36,170.0,180.36,94.847244,23.0,-5.633377,yes
5,37,186.0,180.12,65.29931,-18.0,-0.8792267,yes
5,38,182.0,182.48,125.92855,2.0,-0.46022034,no
5,39,179.0,185.12,178.17969,11.0,-1.854187,no
5,40,184.0,188.72,199.26364,2.0,-1.5630035,no
5,41,190.0,192.52,178.46568,10.0,1.0994415,no
5,42,206.0,194.64,100.65784,-22.0,4.2828827,no
5,43,210.0,196.16,29.017237,-30.0,3.6461182,no
5,44,198.0,198.92,48.8467,1.0,-0.67889404,yes
5,45,194.0,201.2,23.537205,14.0,-3.3002625,yes
5,46,199.0,203.56,44.04543,11.0,-2.7854767,no
5,47,203.0,207.88,23.021729,9.0,-2.08844,no
5,48,203.0,212.48,35.383614,22.0,-1.9191895,no
5,49,210.0,215.56,55.226807,10.0,-0.73179626,no
5,50,218.0,217.16,34.669872,-5.0,0.8595123,no
5,51,219.0,218.36,11.401754,-2.0,0.99360657,no
5,52,216.0,219.08,8.602325,9.0,0.06385803,no
5,53,219.0,219.64,28.319605,-1.0,0.0034484863,no
5,54,224.0,220.52,43.266617,-11.0,1.0943146,no
5,55,226.0,222.08,38.910152,-8.0,2.3444366,no
5,56,227.0,223.59999,23.409399,-5.0,3.2785492,no
5,57,226.0,224.44,12.165525,3.0,4.08992,no
5,58,227.0,223.4,6.3245554,-3.0,5.182892,no
5,59,226.0,219.92,24.04163,-3.0,6.0507507,no
5,60,223.0,214.04001,55.443665,-13.0,5.405426,no
5,61,215.0,207.56,79.24645,-14.0,2.8205109,no
5,62,205.0,202.36,71.063354,-7.0,-0.007675171,no
5,63,202.0,199.28,39.319206,-7.0,-0.38571167,no
5,64,207.0,199.04001,38.078865,-19.0,1.9132996,no
5,65,210.0,200.88,89.31965,-13.0,4.9018097,no
5,66,214.0,202.32,119.331474,-12.0,7.2222443,no
5,67,218.0,202.32,130.0,-25.0,7.8242188,no
5,68,215.0,201.52,145.52663,-18.0,6.471588,no
5,69,210.0,200.28,153.94154,-8.0,4.8349457,no
6,0,220.0,201.4,67.6757,-29.0,13.835617,no
6,1,222.0,204.95999,55.605755,-17.0,14.720352,no
6,2,224.0,211.76,24.04163,-6.0,14.229477,no
6,3,223.0,217.72,8.602325,1.0,11.774124,no
6,4,221.0,218.59999,25.495098,4.0,9.06665,no
6,5,219.0,215.04,52.3259,-3.0,6.906906,no
6,6,213.0,210.0,84.6286,1.0,4.8533325,no
6,7,209.0,205.84,114.58621,-1.0,3.6284485,no
6,8,212.0,203.96,140.07141,-14.0,4.458084,no
6,9,217.0,205.04,127.13772,-16.0,6.731781,no
6,10,222.0,208.68,82.28001,-20.0,8.428131,no
6,11,221.0,213.4,42.426407,-3.0,8.188614,no
6,12,220.0,217.8,25.019993,0.0,6.779175,no
6,13,219.0,220.84,17.888544,7.0,6.5142975,no
6,14,221.0,220.92,16.124516,4.0,9.28334,no
6,15,223.0,214.72,16.552946,-4.0,14.108658,no
6,16,219.0,198.44,135.41788,-25.0,15.305542,no
6,17,193.0,175.56,344.1395,-37.0,5.390564,no
6,18,135.0,154.0,402.85233,24.0,-13.892075,yes
6,19,92.0,139.08,173.36667,76.0,-27.655853,yes
6,20,97.0,132.31999,148.92952,58.0,-25.172585,yes
6,21,133.0,137.12,208.31227,-4.0,-13.041321,no
6,22,157.0,149.92,148.94966,-21.0,-4.0686035,no
6,23,168.0,163.36,115.965515,-16.0,-2.0089417,no
6,24,170.0,173.24,78.54935,4.0,-3.414795,no
6,25,174.0,182.31999,66.0303,18.0,-4.047287,no
6,26,186.0,191.08,114.061386,10.0,-1.6760254,yes
6,27,204.0,198.88,106.62083,-16.0,3.0623322,yes
6,28,213.0,204.16,55.00909,-11.0,7.497177,yes
6,29,217.0,207.28,34.98571,-7.0,9.877579,yes
6,30,218.0,207.68,31.04835,-10.0,10.116943,no
6,31,217.0,204.56,49.335587,-23.0,8.203491,no
6,32,205.0,198.52,111.0045,-13.0,3.091217,no
6,33,183.0,191.72,138.36185,15.0,-4.794876,yes
6,34,163.0,186.68001,94.66784,46.0,-11.326447,yes
6,35,162.0,183.8,80.411446,32.0,-11.877747,yes
6,36,177.0,182.32,84.6286,-10.0,-7.3730927,no
6,37,182.0,183.0,15.811388,-16.0,-4.6586304,no
6,38,166.0,185.8,56.142673,36.0,-6.9817657,no
6,39,157.0,188.56,16.124516,60.0,-9.889343,no
6,40,159.0,192.08,50.47772,65.0,-9.426498,no
6,41,167.0,196.08,99.29753,68.0,-4.944748,no
6,42,192.0,197.76,108.16654,14.0,1.4115448,no
6,43,206.0,198.36,17.720045,-19.0,3.5487213,no
6,44,198.0,199.92,53.75872,2.0,0.14941406,yes
6,45,196.0,200.76,25.298222,3.0,-2.346527,yes
6,46,205.0,202.08,63.560993,-11.0,-0.9177704,yes
6,47,211.0,206.48,56.586216,-9.0,1.22435,no
