row,col,intensity,local_mean_5x5,sobel,laplacian,dog,annotated
0,40,193.0,194.8,89.453896,-18.0,-1.9734497,no
0,41,174.0,191.56,107.563934,40.0,-6.9163055,no
0,42,165.0,186.24,94.54099,40.0,-8.5395355,no
0,43,173.0,182.72,73.171036,4.0,-6.5129395,no
0,44,168.0,173.92,111.94642,3.0,-5.6881104,no
0,45,150.0,162.16,124.23365,41.0,-9.255661,no
0,46,148.0,152.28,142.12671,-38.0,-15.676147,no
0,47,127.0,143.92,95.047356,24.0,-18.21051,yes
0,48,151.0,141.28,154.79665,-55.0,-11.650055,yes
0,49,154.0,140.48,110.39022,-29.0,-1.6494446,no
0,50,158.0,143.12,46.66905,13.0,5.212494,no
0,51,162.0,140.8,117.72001,-65.0,3.6355133,no
0,52,130.0,141.12,129.03488,36.0,-2.8339996,no
0,53,122.0,136.72,56.142673,38.0,-3.2973938,no
0,54,150.0,133.95999,120.34118,-33.0,4.139908,no
0,55,157.0,131.51999,89.28606,-48.0,8.602051,no
0,56,145.0,133.48,105.30907,-5.0,6.094406,no
0,57,144.0,133.68,78.63841,-34.0,1.9126892,yes
0,58,139.0,134.4,14.422205,-3.0,-1.3094025,yes
0,59,133.0,140.24,91.3017,13.0,-5.377136,no
0,60,118.0,149.31999,129.65338,87.0,-6.91008,no
0,61,152.0,153.12,160.26228,-14.0,-1.4954529,no
0,62,159.0,154.56,25.806976,12.0,3.8612823,no
0,63,164.0,151.44,70.93659,-31.0,3.8546906,no
0,64,158.0,141.2,154.40207,-48.0,-0.9779358,no
0,65,132.0,136.04001,148.22281,0.0,-8.295364,yes
0,66,122.0,139.04001,128.7012,37.0,-8.450958,yes
0,67,162.0,143.76,217.72,-61.0,1.766449,no
0,68,169.0,155.56,48.166378,-3.0,9.414658,no
0,69,165.0,170.64,63.560993,32.0,9.993317,no
0,70,185.0,175.36,59.464275,-24.0,8.505508,no
0,71,179.0,176.0,102.48902,-7.0,2.4801788,no
0,72,158.0,177.0,41.18252,50.0,-5.7917786,no
0,73,175.0,177.76,26.076809,-40.0,-8.7799835,no
0,74,164.0,178.84,64.7611,49.0,-6.4047394,no
0,75,188.0,183.64,91.44397,-22.0,-1.0778961,no
0,76,191.0,186.48,16.970562,-5.0,2.2325897,no
0,77,192.0,185.56,65.192024,-32.0,0.61909485,no
0,78,166.0,184.84,137.64447,55.0,-4.4514923,no
0,79,159.0,184.36,94.02127,56.0,-5.636795,no
0,80,186.0,181.68001,84.20214,-36.0,0.20828247,no
0,81,175.0,177.0,57.306194,41.0,5.418289,no
0,82,180.0,168.84,57.00877,-15.0,5.5463867,no
0,83,172.0,156.72,226.87442,-62.0,-1.5879517,no
0,84,122.0,145.24,194.25757,48.0,-12.353317,no
0,85,114.0,136.2,44.65423,49.0,-15.671722,no
0,86,137.0,132.56,28.460499,-58.0,-12.901245,no
0,87,119.0,140.2,39.824615,61.0,-10.786072,no
0,88,137.0,148.28,151.34729,1.0,-6.299118,no
0,89,154.0,155.08,130.14607,21.0,0.20907593,no
0,90,166.0,164.28,46.32494,-3.0,3.7745514,no
0,91,172.0,171.88,98.38699,12.0,7.702194,no
0,92,197.0,170.44,93.60555,-70.0,14.3311,no
0,93,185.0,167.56,101.607086,-10.0,16.53955,no
0,94,161.0,155.52,203.10588,-2.0,10.435852,no
0,95,124.0,140.96,276.48148,78.0,-1.5383148,no
0,96,103.0,127.08,134.61798,34.0,-12.98838,yes
0,97,112.0,126.92,42.379242,-19.0,-13.76709,yes
0,98,113.0,128.96,231.05411,55.0,-0.79559326,no
0,99,165.0,130.68001,213.84106,-44.0,16.737503,no
1,0,206.0,205.36,32.280025,-34.0,-3.553772,no
1,1,188.0,204.2,59.816387,91.0,-1.9404602,no
1,2,214.0,205.28,57.68882,-35.0,0.20732117,no
1,3,216.0,205.52,57.706154,-40.0,0.8974304,no
1,4,211.0,204.72,91.214035,-17.0,0.3000946,no
1,5,197.0,204.68001,93.60555,39.0,-0.97998047,no
1,6,203.0,204.4,53.160137,-19.0,-1.4763794,no
1,7,195.0,201.4,43.174065,29.0,-0.9050293,no
1,8,204.0,200.44,73.4983,-19.0,-0.5096588,no
1,9,193.0,198.16,66.287254,39.0,0.19006348,no
1,10,220.0,196.31999,85.883644,-87.0,3.2793884,no
1,11,210.0,194.92,105.38501,-15.0,6.1233063,no
1,12,212.0,192.4,63.702435,-52.0,6.863037,no
1,13,189.0,187.84,130.87398,32.0,4.658798,no
1,14,188.0,180.72,173.07224,-46.0,0.95726013,no
1,15,174.0,169.48,189.50989,-28.0,-4.1815643,no
1,16,139.0,157.56,144.67896,58.0,-12.315826,yes
1,17,132.0,154.08,239.8833,35.0,-18.631897,yes
1,18,143.0,153.0,426.3543,7.0,-17.224747,yes
1,19,177.0,162.44,373.4836,-51.0,-9.63707,no
1,20,196.0,175.76,232.1422,-84.0,-2.364502,no
1,21,198.0,191.8,133.70116,12.0,2.7842102,no
1,22,203.0,202.36,72.47068,23.0,4.8575134,no
1,23,216.0,211.92,87.92042,-9.0,5.18277,no
1,24,219.0,213.4,105.11898,-22.0,4.535248,no
1,25,200.0,211.36,76.941536,88.0,3.3388214,no
1,26,225.0,207.8,69.339745,-74.0,1.811554,no
1,27,212.0,204.48,96.04166,-37.0,0.07270813,no
1,28,204.0,199.52,109.48972,13.0,1.0513763,no
1,29,211.0,195.2,143.45033,-69.0,2.3184052,no
1,30,169.0,187.8,92.61749,117.0,0.83251953,yes
1,31,189.0,178.28,134.53624,-75.0,-4.311737,yes
1,32,139.0,169.16,210.77002,84.0,-15.316269,yes
1,33,132.0,166.96,76.837494,15.0,-23.14795,yes
1,34,127.0,165.44,243.9877,112.0,-17.752167,no
1,35,205.0,173.72,236.07202,-156.0,-4.0380554,no
1,36,183.0,183.28,145.11375,58.0,4.7141113,no
1,37,215.0,193.84,99.08582,-61.0,8.497421,no
1,38,205.0,196.36,14.142136,-3.0,8.347214,no
1,39,203.0,198.59999,58.60034,-3.0,5.481003,no
1,40,183.0,195.51999,77.36925,71.0,1.8654022,no
1,41,204.0,193.76,121.34249,-61.0,-0.086883545,no
1,42,188.0,189.12,145.7738,10.0,-0.7878113,no
1,43,190.0,186.0,122.80065,-13.0,0.13467407,no
1,44,184.0,179.2,152.80052,-9.0,1.0730133,no
1,45,175.0,170.08,242.98148,-20.0,-2.1226196,no
1,46,129.0,162.44,289.43048,105.0,-11.609863,no
1,47,106.0,156.24,106.52699,98.0,-19.062103,no
1,48,117.0,152.08,48.270073,58.0,-16.699417,yes
1,49,124.0,149.72,129.37543,79.0,-8.278,yes
1,50,171.0,149.56,82.28001,-126.0,-0.984375,yes
1,51,133.0,144.95999,109.83624,79.0,-0.8606415,no
1,52,142.0,142.0,63.07139,-44.0,-3.9447174,no
1,53,124.0,137.16,5.656854,37.0,-4.2224884,no
1,54,138.0,132.8,91.18114,-29.0,-0.8497925,no
1,55,128.0,129.36,141.40015,33.0,0.24986267,no
1,56,129.0,130.36,158.95912,-20.0,-3.086914,no
1,57,114.0,131.48,136.62357,58.0,-6.0927734,yes
1,58,137.0,133.88,125.992065,-20.0,-5.244232,yes
1,59,155.0,141.56,58.855755,-68.0,-3.317978,no
1,60,156.0,152.04,126.253716,-25.0,-0.75823975,no
1,61,165.0,157.52,140.0357,-10.0,3.968216,no
1,62,173.0,160.92,70.76723,-41.0,5.947281,no
1,63,144.0,157.6,108.01852,42.0,2.3431854,no
1,64,130.0,145.72,104.019226,60.0,-3.7828827,no
1,65,116.0,137.56,157.33405,42.0,-12.185608,yes
1,66,109.0,136.64,121.235306,21.0,-14.911034,yes
1,67,134.0,137.95999,279.08423,38.0,-4.9555054,no
1,68,177.0,147.68,147.32956,-82.0,6.6110687,no
1,69,173.0,163.6,68.46897,17.0,10.988281,no
1,70,187.0,170.68001,58.30952,-21.0,10.630737,no
1,71,187.0,175.24,77.42093,-20.0,5.533798,no
1,72,170.0,178.56,89.106674,8.0,-2.3485107,no
1,73,163.0,181.56,79.25907,53.0,-5.533722,no
1,74,178.0,182.64,108.97706,-1.0,-2.9914703,no
1,75,187.0,187.12,65.192024,1.0,0.8233185,no
1,76,188.0,187.48,18.384777,6.0,2.7731934,no
1,77,187.0,185.64,41.109608,32.0,2.6969604,no
1,78,202.0,183.56,102.30347,-81.0,0.30244446,no
1,79,181.0,182.52,62.03225,3.0,-1.2855377,no
1,80,188.0,180.2,67.72001,-6.0,2.352295,no
1,81,200.0,178.0,34.928497,-70.0,6.428879,no
1,82,178.0,171.12,124.2578,-7.0,4.963791,no
1,83,152.0,160.2,177.22867,34.0,-1.9291687,no
1,84,128.0,149.24,149.58609,48.0,-9.953079,no
1,85,132.0,139.76001,71.063354,-34.0,-13.08223,yes
1,86,120.0,136.08,50.990196,71.0,-11.390549,yes
1,87,144.0,142.12,97.580734,-61.0,-7.4086914,no
1,88,139.0,149.44,180.64883,74.0,-1.0339661,no
1,89,180.0,155.31999,101.98039,-81.0,4.08107,no
1,90,169.0,163.76,46.06517,-9.0,3.1692963,no
1,91,165.0,168.56,91.389275,-7.0,2.7732544,no
1,92,164.0,165.68,120.880104,64.0,8.100327,no
1,93,187.0,159.44,93.29523,-60.0,12.475662,no
1,94,172.0,148.16,105.60303,-11.0,10.185593,no
1,95,186.0,135.51999,230.0,-207.0,0.853302,no
1,96,107.0,122.0,213.02112,63.0,-11.777412,yes
1,97,101.0,120.92,43.931767,35.0,-15.2326355,yes
1,98,117.0,124.08,231.72829,23.0,-4.7364197,yes
1,99,173.0,124.72,222.2836,-108.0,10.559769,no
2,0,201.0,209.56,62.76942,32.0,-0.56030273,no
2,1,218.0,208.6,74.094536,-40.0,1.0992737,no
2,2,216.0,209.48,29.15476,-30.0,1.3604431,no
2,3,202.0,208.8,45.343136,49.0,1.8420258,no
2,4,223.0,207.48,18.439089,-44.0,3.349289,no
2,5,216.0,207.44,58.60034,-27.0,3.4099426,no
2,6,210.0,207.12,96.17692,5.0,3.4171753,no
2,7,198.0,203.52,98.0816,65.0,3.9253998,no
2,8,222.0,202.4,58.137768,-82.0,3.4225311,no
2,9,197.0,199.48,46.8615,20.0,1.957901,no
2,10,203.0,196.8,95.015785,13.0,3.6155396,no
2,11,215.0,192.6,104.47966,-56.0,5.8864746,no
2,12,206.0,189.32,114.58621,-30.0,4.3181915,no
2,13,182.0,185.2,163.32176,3.0,-1.6986542,no
2,14,147.0,179.24,93.230896,106.0,-7.838028,no
2,15,154.0,172.56,52.0,23.0,-10.610748,yes
2,16,144.0,168.08,124.0645,64.0,-10.694382,yes
2,17,170.0,167.64,236.63051,-19.0,-5.8362427,yes
2,18,205.0,169.64,195.1666,-118.0,1.1065369,no
2,19,193.0,177.88,84.15462,-7.0,4.1540375,no
2,20,193.0,188.0,80.95678,17.0,4.773575,no
2,21,204.0,199.0,78.40918,10.0,5.3135834,no
2,22,215.0,208.08,60.033325,-23.0,5.763794,no
2,23,223.0,213.92,72.02777,-7.0,7.305832,no
2,24,238.0,215.72,26.57066,-64.0,8.470474,no
2,25,229.0,214.72,66.70832,-37.0,7.2289886,no
2,26,212.0,210.4,59.464275,29.0,4.5370026,no
2,27,203.0,207.44,54.626,40.0,2.0941925,no
2,28,215.0,203.59999,54.571056,-49.0,2.5180664,no
2,29,219.0,199.44,20.396078,-48.0,4.679184,no
2,30,207.0,192.59999,137.00365,-48.0,3.1936188,no
2,31,176.0,185.8,178.80716,50.0,-3.293579,no
2,32,164.0,177.31999,220.90723,-22.0,-12.432114,yes
2,33,131.0,175.12,253.06126,93.0,-18.961182,yes
2,34,128.0,173.12,185.29976,106.0,-17.756485,yes
2,35,162.0,176.84,101.597244,8.0,-11.474518,yes
2,36,165.0,182.08,173.06647,41.0,-6.1435394,yes
2,37,199.0,189.31999,180.27756,-47.0,-0.6215515,yes
2,38,199.0,191.8,107.042046,8.0,3.7954865,no
2,39,217.0,194.92,13.341664,-64.0,5.879242,no
2,40,203.0,196.52,35.128338,-2.0,6.0522614,no
2,41,210.0,197.32,51.24451,-21.0,6.477829,no
2,42,203.0,195.56,72.47068,-2.0,6.335663,no
2,43,202.0,194.28,73.82411,-16.0,6.090103,no
2,44,194.0,189.16,69.050705,24.0,7.476425,no
2,45,217.0,180.8,141.66158,-105.0,7.1954346,no
2,46,192.0,174.28,309.82898,-89.0,-0.31407166,no
2,47,149.0,167.76,318.7601,41.0,-8.506653,no
2,48,145.0,161.68,297.48615,7.0,-9.927582,no
2,49,133.0,156.96,195.24344,71.0,-6.9069366,yes
2,50,143.0,154.72,66.70832,28.0,-4.054413,yes
2,51,136.0,148.8,56.586216,18.0,-3.5643005,yes
2,52,137.0,143.72,72.498276,21.0,-3.4202423,no
2,53,131.0,136.52,79.30952,-4.0,-4.131195,no
2,54,121.0,131.44,61.220913,29.0,-5.441925,no
2,55,121.0,127.6,97.41663,-20.0,-7.808693,no
2,56,109.0,128.36,90.21086,23.0,-11.282684,yes
2,57,104.0,131.31999,70.76723,34.0,-12.547043,yes
2,58,120.0,137.16,142.27438,14.0,-8.776566,yes
2,59,126.0,146.68,152.23666,95.0,-2.347641,no
2,60,161.0,157.95999,138.92444,-17.0,4.152664,no
2,61,169.0,162.76,125.93649,20.0,9.498383,no
2,62,183.0,165.52,129.3213,-38.0,10.384979,no
2,63,151.0,161.0,178.89102,61.0,6.173889,no
2,64,162.0,148.4,192.21342,-45.0,0.1875,no
2,65,135.0,136.96,280.3712,-46.0,-11.402008,yes
2,66,85.0,133.8,82.68011,120.0,-20.604881,yes
2,67,126.0,134.44,282.84625,-48.0,-15.082268,yes
2,68,150.0,142.28,291.33142,-6.0,-2.1807709,no
2,69,180.0,157.72,195.06409,-70.0,6.5342712,no
2,70,182.0,168.56,129.3213,-19.0,9.16803,no
2,71,192.0,176.84,23.70654,-30.0,7.582443,no
2,72,180.0,182.08,69.339745,6.0,2.997818,no
2,73,182.0,186.95999,125.93649,7.0,1.4295502,no
2,74,197.0,188.44,126.65702,-25.0,3.8140717,no
2,75,195.0,191.28,71.80529,3.0,4.9390106,no
2,76,193.0,191.04,28.460499,-1.0,4.113205,no
2,77,198.0,188.72,20.396078,-28.0,3.2161407,no
2,78,193.0,185.92,69.29646,-22.0,1.3155975,no
2,79,178.0,185.16,51.40039,29.0,-0.4165039,no
2,80,179.0,183.84,53.90733,12.0,1.6349182,no
2,81,189.0,180.8,26.305893,-16.0,5.685623,no
2,82,173.0,174.52,111.89281,30.0,5.797287,no
2,83,164.0,164.95999,161.24515,7.0,1.6234741,no
2,84,154.0,153.51999,173.97127,-25.0,-4.1344757,no
2,85,132.0,144.23999,110.88733,43.0,-8.964935,no
2,86,138.0,141.2,28.319605,-42.0,-9.65596,yes
2,87,137.0,146.0,134.89255,49.0,-4.320694,no
2,88,169.0,152.44,161.77144,-53.0,3.7270355,no
2,89,177.0,158.16,25.019993,-24.0,6.5179596,no
2,90,156.0,164.64,113.32255,35.0,0.9481354,no
2,91,148.0,167.56,65.37584,43.0,-3.3018188,no
2,92,171.0,162.8,115.10864,-58.0,-0.07054138,no
2,93,167.0,155.76,144.99655,-19.0,3.1040802,no
2,94,143.0,145.2,232.57257,36.0,0.22702026,no
2,95,134.0,134.24,281.16898,-8.0,-7.4105377,no
2,96,101.0,123.68,129.37543,44.0,-15.506508,yes
2,97,103.0,123.52,29.017237,26.0,-17.522392,yes
2,98,104.0,126.6,137.64447,20.0,-12.292,yes
2,99,129.0,128.16,248.04031,3.0,-3.3579712,yes
3,0,211.0,213.24,95.60335,17.0,3.9051971,no
3,1,227.0,211.96,42.44997,-48.0,4.0401,no
3,2,200.0,212.4,69.354164,45.0,1.190155,no
3,3,202.0,211.8,63.560993,41.0,0.86694336,no
3,4,219.0,210.0,9.486833,-31.0,2.7549744,no
3,5,207.0,209.4,46.173584,36.0,3.5055084,no
3,6,228.0,209.0,37.202152,-61.0,5.0538483,no
3,7,230.0,205.6,17.029387,-84.0,6.2433014,no
3,8,207.0,204.0,87.14356,31.0,4.3983,no
3,9,190.0,201.56,79.81228,34.0,0.2694702,no
3,10,193.0,199.36,73.34848,-7.0,-1.8048553,no
3,11,185.0,195.4,136.565,28.0,-2.3786469,no
3,12,185.0,191.72,134.37262,9.0,-3.5688324,no
3,13,189.0,187.64,80.622574,-53.0,-5.986374,no
3,14,170.0,182.88,105.26158,14.0,-7.85907,yes
3,15,174.0,180.08,171.84296,3.0,-6.7216034,yes
3,16,177.0,181.24,172.19176,-20.0,-3.3916779,yes
3,17,180.0,184.12,168.29736,26.0,2.5740662,no
3,18,196.0,187.92,50.219517,2.0,7.0234375,no
3,19,190.0,193.76,25.179358,14.0,6.015167,no
3,20,196.0,199.88,89.94443,39.0,4.5116425,no
3,21,220.0,205.32,44.94441,-76.0,4.26799,no
3,22,207.0,211.40001,44.407207,41.0,4.847168,no
3,23,216.0,214.8,52.34501,13.0,6.7855988,no
3,24,217.0,216.56,36.05551,42.0,7.877411,no
3,25,229.0,216.68001,68.60029,-40.0,6.4260864,no
3,26,220.0,212.24,53.75872,-20.0,3.3714905,no
3,27,213.0,210.28,81.00617,-27.0,0.049545288,no
3,28,185.0,207.76,36.71512,75.0,-1.0478516,no
3,29,195.0,204.68,74.04053,59.0,2.6018677,no
3,30,216.0,198.96,67.601776,-59.0,4.570862,no
3,31,194.0,193.92,144.25671,9.0,1.3589478,no
3,32,188.0,185.76,202.41048,6.0,-2.1149445,no
3,33,193.0,182.8,290.44104,-40.0,-3.6443634,no
3,34,198.0,180.16,297.5668,-106.0,-4.8543243,no
3,35,158.0,181.72,226.80829,100.0,-7.355484,yes
3,36,157.0,183.84,76.105194,66.0,-10.068268,yes
3,37,170.0,187.76,110.0727,9.0,-9.944778,yes
3,38,183.0,189.24,195.8622,-3.0,-5.821533,yes
3,39,199.0,194.2,146.49232,-23.0,0.5971832,no
3,40,200.0,197.12001,49.67897,26.0,5.8247986,no
3,41,209.0,200.12001,25.96151,-24.0,8.649551,no
3,42,210.0,201.2,15.6205,-3.0,9.184097,no
3,43,205.0,202.24,51.884487,-13.0,8.158112,no
3,44,197.0,197.2,39.623226,22.0,9.07074,no
3,45,202.0,190.36,43.931767,8.0,10.536758,no
3,46,184.0,184.0,132.00757,60.0,7.8587646,no
3,47,194.0,177.52,184.09236,-54.0,4.7548065,no
3,48,188.0,169.76001,226.87442,-18.0,4.0316772,no
3,49,191.0,163.24,218.76929,-96.0,2.752365,no
3,50,160.0,159.72,183.91846,21.0,-0.16215515,no
3,51,149.0,152.92,108.81177,23.0,-1.4503174,yes
3,52,160.0,145.28,83.23461,-64.0,-0.7179413,yes
3,53,138.0,136.08,121.07848,4.0,-2.4183807,no
3,54,123.0,128.2,101.390335,3.0,-6.405922,no
3,55,106.0,121.16,54.626,43.0,-10.109863,no
3,56,105.0,121.28,89.98889,30.0,-11.514656,yes
3,57,107.0,126.2,175.31685,64.0,-9.604782,yes
3,58,127.0,137.04,203.88722,35.0,-4.8559113,no
3,59,163.0,151.0,182.78403,-64.0,1.3836517,no
3,60,176.0,165.64,124.81186,-28.0,7.537735,no
3,61,187.0,170.95999,104.40307,-21.0,12.616898,no
3,62,201.0,173.31999,71.021126,-67.0,13.811768,no
3,63,176.0,166.24,79.624115,-4.0,10.787781,no
3,64,187.0,152.12,123.36936,-111.0,6.0621185,no
3,65,131.0,136.2,316.79648,37.0,-6.1630096,yes
3,66,90.0,130.32,164.83931,76.0,-19.517036,yes
3,67,87.0,128.76001,86.34813,91.0,-21.23111,yes
3,68,111.0,134.04001,245.17749,48.0,-12.156342,no
3,69,145.0,149.72,190.64627,19.0,-1.8481293,no
3,70,150.0,164.24,150.0,71.0,4.023285,no
3,71,189.0,175.36,113.88591,-54.0,7.556595,no
3,72,182.0,182.95999,65.863495,38.0,8.269714,no
3,73,195.0,189.48,110.63454,1.0,8.780762,no
3,74,208.0,190.6,61.400326,-29.0,9.803833,no
3,75,206.0,192.2,57.00877,-26.0,8.393234,no
3,76,190.0,191.88,42.544094,30.0,5.169647,no
3,77,191.0,189.72,51.47815,-9.0,2.080597,no
3,78,172.0,187.0,34.20526,69.0,-0.5751953,no
3,79,188.0,186.92,21.633308,-41.0,-1.3482056,no
3,80,173.0,186.08,27.784887,48.0,0.84947205,no
3,81,188.0,183.23999,69.52697,-8.0,6.128113,no
3,82,191.0,177.48,94.86833,-11.0,9.273087,no
3,83,184.0,169.51999,123.943535,-44.0,6.9987183,no
3,84,167.0,157.64,136.62357,-17.0,1.280716,no
3,85,147.0,149.12,140.40656,-21.0,-5.537781,no
3,86,121.0,146.4,36.878178,88.0,-8.397934,yes
3,87,146.0,150.64,139.807,-4.0,-3.6193085,no
3,88,170.0,156.2,124.90797,-35.0,3.8460388,no
3,89,179.0,162.92,17.262676,-37.0,5.9337006,no
3,90,165.0,167.76001,111.13955,-5.0,0.7799988,no
3,91,143.0,169.52,80.80842,60.0,-4.0229797,no
3,92,147.0,164.88,30.364452,55.0,-3.811142,no
3,93,148.0,158.04001,111.94642,9.0,-4.705612,no
3,94,135.0,147.04001,182.36227,-24.0,-10.686005,no
3,95,98.0,138.56,115.134705,96.0,-17.44233,no
3,96,104.0,130.84,82.073135,36.0,-18.39605,yes
3,97,132.0,130.08,140.01428,-96.0,-15.062019,yes
3,98,87.0,132.8,160.04999,155.0,-12.570824,yes
3,99,113.0,136.28,146.8128,31.0,-9.307457,yes
4,0,222.0,211.56,44.94441,-4.0,6.5614777,no
4,1,231.0,210.52,70.45566,-51.0,4.997711,no
4,2,200.0,212.6,48.76474,64.0,1.1577911,no
4,3,228.0,213.84,45.099888,-89.0,1.0344696,no
4,4,213.0,212.12,33.37664,1.0,2.1043243,no
4,5,201.0,212.40001,18.867962,44.0,1.5240784,no
4,6,204.0,211.28,79.05694,14.0,1.344162,no
4,7,203.0,207.28,113.03982,33.0,2.2603912,no
4,8,217.0,202.72,53.75872,-65.0,2.4427948,no
4,9,197.0,199.24,76.941536,15.0,-0.068099976,no
4,10,187.0,196.12,78.24321,19.0,-3.8417969,no
4,11,175.0,193.0,67.00746,38.0,-6.8144073,no
4,12,169.0,189.44,60.827625,43.0,-7.0911713,no
4,13,166.0,187.68,110.35397,99.0,-4.7321167,yes
4,14,184.0,185.64,134.61798,3.0,-1.7863159,yes
4,15,198.0,185.76,131.7953,-41.0,1.2757721,yes
4,16,190.0,188.12,133.00375,31.0,4.1857452,no
4,17,203.0,190.88,139.29106,-21.0,7.493088,no
4,18,211.0,194.08,107.563934,-35.0,8.372467,no
4,19,189.0,198.2,76.655075,82.0,4.9461517,no
4,20,220.0,202.56,21.023796,-105.0,1.4785919,no
4,21,197.0,206.2,67.72001,60.0,0.029876709,no
4,22,218.0,211.76,101.636604,-33.0,2.3354492,no
4,23,230.0,215.68001,44.72136,-32.0,5.8881683,no
4,24,227.0,217.24,39.115215,-34.0,5.808441,no
4,25,210.0,216.36,87.86353,37.0,2.507782,no
4,26,206.0,212.12,81.7435,13.0,-0.57196045,no
4,27,217.0,210.32,53.66563,-51.0,-2.2677002,no
4,28,192.0,209.72,63.1981,58.0,-1.9667511,no
4,29,219.0,208.24,114.58621,-55.0,2.7720032,no
4,30,209.0,205.52,68.41052,23.0,5.7852325,no
4,31,205.0,203.72,73.4983,2.0,4.7283173,no
4,32,207.0,198.88,73.82411,-10.0,4.633438,no
4,33,215.0,193.36,51.24451,-49.0,6.2319336,no
4,34,207.0,190.44,80.11242,5.0,6.1870117,no
4,35,215.0,189.12,159.42397,-88.0,2.8821716,no
4,36,201.0,188.88,215.74522,-78.0,-3.3946228,yes
4,37,150.0,188.28,151.60475,145.0,-9.837799,yes
4,38,161.0,188.56,34.20526,42.0,-11.305191,yes
4,39,173.0,190.59999,148.51936,54.0,-6.306839,yes
4,40,215.0,194.23999,110.145355,-113.0,1.6761627,no
4,41,192.0,197.0,38.078865,95.0,7.4241333,no
4,42,220.0,198.76,9.486833,-81.0,9.351181,no
4,43,198.0,202.08,28.284271,50.0,8.369461,no
4,44,209.0,201.12,30.528675,-17.0,8.281631,no
4,45,218.0,197.84,27.856777,-56.0,9.084351,no
4,46,208.0,194.76,45.65085,-34.0,8.497314,no
4,47,201.0,192.24,24.698177,1.0,8.702209,no
4,48,204.0,184.52,38.600517,-50.0,9.281052,no
4,49,187.0,176.92,107.37784,18.0,6.840851,no
4,50,178.0,170.88,121.20231,-39.0,1.9628601,no
4,51,163.0,162.08,62.241467,-9.0,-0.10682678,yes
4,52,152.0,149.8,85.90693,27.0,0.39372253,yes
4,53,142.0,138.04,126.77539,-9.0,-1.9119873,yes
4,54,130.0,126.799995,107.563934,-12.0,-6.907791,no
4,55,118.0,117.6,71.38628,4.0,-11.41127,no
4,56,128.0,115.96,87.005745,-56.0,-11.68412,yes
4,57,156.0,121.84,136.62357,-132.0,-6.5975647,yes
4,58,153.0,134.92,116.24973,-30.0,-0.6400604,no
4,59,159.0,152.48,133.00375,2.0,4.2828827,no
4,60,165.0,168.8,115.55086,54.0,9.160339,no
4,61,181.0,176.32,91.235954,14.0,13.325302,no
4,62,191.0,180.52,69.426216,-18.0,13.929794,no
4,63,161.0,173.84,91.44397,69.0,10.965561,no
4,64,168.0,158.52,99.60924,-3.0,7.489868,no
4,65,149.0,140.6,219.27151,-16.0,-1.1179047,yes
4,66,133.0,129.68001,197.9596,-54.0,-13.05574,yes
4,67,112.0,123.6,66.287254,-24.0,-19.515686,yes
